日付,M1,M2,M3,M4,M5,M6,M7,M8,USDJPY,JGB_Future,Nikkei225,DXY,JPY_Effective,Date,Policy_Rate,Event,Is_Meeting_Day,Actual_Policy_Rate,M1_is_imputed,M2_is_imputed,M3_is_imputed,M4_is_imputed,M5_is_imputed,M6_is_imputed,M7_is_imputed,M8_is_imputed
2023-07-26,-0.0525,-0.05,-0.04375,-0.014575214994024144,0.0063416963354777645,0.023884386619526965,0.03944619397729168,0.06096786349045602,140.22,148.4,32668.34,100.887,0.7194908001711596,,,,0,-0.1,0,0,0,1,1,1,1,1
2023-07-27,-0.05625,-0.0525,-0.0425,-0.013466449732345176,0.007970024568743295,0.02640754247395416,0.045021759582058424,0.06649734903488436,139.46,148.41,32891.16,101.773,0.7297648071131506,,,,0,-0.1,0,0,0,1,1,1,1,1
2023-07-28,-0.055,-0.04875,-0.04125,-0.03375,-0.01375,-0.0025,0.01875,0.015,141.16,147.38,32759.23,101.622,0.7199064890903939,2023-07-28,-0.1," ""MPM""",1,-0.1,0,0,0,0,0,0,0,0
2023-07-31,-0.055,-0.04875,-0.03625,-0.03,-0.01375,0.00125,0.02125,0.0275,142.29,146.8,33172.22,101.855,0.7158268325251248,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-08-01,-0.055,-0.04875,-0.035,-0.03,-0.01375,0.01125,0.04,0.04375,143.34,147.05,33476.58,102.303,0.7137086647132691,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-08-02,-0.05625,-0.04625,-0.0325,-0.0175,0.0075,0.02375,0.0475,0.0625,143.32,146.73,32707.69,102.59,0.7158107730951717,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-08-03,-0.05625,-0.04625,-0.03,-0.01375,0.02375,0.05875,0.08125,0.09125,142.56,146.32,32159.28,102.542,0.7192901234567901,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-08-04,-0.05625,-0.0475,-0.03125,-0.01375,0.0175,0.045,0.06,0.08125,141.76,146.36,32192.75,102.017,0.7196458803611738,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-08-07,-0.0575,-0.05,-0.03875,-0.02,-0.005,0.0275,0.05,0.07,142.51,146.6,32254.56,102.047,0.7160690477861203,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-08-08,-0.0575,-0.05125,-0.03875,-0.02125,0.00125,0.0225,0.0475,0.0575,143.38,146.72,32377.29,102.528,0.7150788115497281,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-08-09,-0.05875,-0.0525,-0.04125,-0.02625,-0.01125,0.005,0.0275,0.04,143.72,147.17,32204.33,102.49,0.7131227386585026,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-08-10,-0.06,-0.05375,-0.0425,-0.025,-0.00875,0.01625,0.03125,0.0575,144.75,146.95,32473.65,102.524,0.7082832469775475,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-08-14,-0.05375,-0.04375,-0.0175,-0.00625,0.02375,0.03875,0.06,0.14,145.56,146.62,32059.91,103.19,0.7089172849683979,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-08-15,-0.05375,-0.04375,-0.0175,-0.00125,0.025,0.0475,0.0625,0.15,145.58,146.6,32238.89,103.209,0.7089504052754498,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-08-16,-0.05375,-0.0425,-0.01875,0.0,0.02125,0.05,0.06125,0.1425,146.35,146.63,31766.82,103.431,0.7067372736590366,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-08-17,-0.05375,-0.04125,-0.02,0.00125,0.02,0.0575,0.085,0.155,145.84,146.34,31626.0,103.572,0.7101755348326934,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-08-18,-0.05625,-0.0425,-0.015,0.005,0.02,0.0425,0.07375,0.1375,145.39,146.66,31450.76,103.375,0.7110186395212876,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-08-21,-0.05625,-0.04375,-0.015,0.0075,0.025,0.045,0.08625,0.1475,146.19,146.46,31565.64,103.3,0.7066146795266434,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-08-22,-0.05625,-0.04375,-0.01625,0.0075,0.0225,0.045,0.075,0.14625,145.89,146.4,31856.71,103.563,0.7098704503392969,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-08-23,-0.05625,-0.04375,-0.0175,0.0075,0.02125,0.03875,0.07125,0.1375,144.84,146.42,32010.26,103.419,0.7140223695111847,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-08-24,-0.0575,-0.04375,-0.02,0.00625,0.0175,0.04125,0.06375,0.08375,145.88,146.79,32287.21,103.982,0.7127913353441184,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-08-25,-0.0575,-0.045,-0.02,0.00625,0.01875,0.04,0.06625,0.1025,146.43,146.69,31624.28,104.077,0.7107628218261285,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-08-28,-0.0575,-0.045,-0.02125,0.00625,0.01875,0.04,0.065,0.11125,146.54,146.68,32169.99,104.058,0.7100996314999318,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-08-29,-0.05875,-0.045,-0.02125,0.00625,0.01875,0.03875,0.0525,0.1125,145.88,146.92,32226.97,103.531,0.7096997532218262,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-08-30,-0.0575,-0.045,-0.02125,0.01125,0.0225,0.04125,0.0725,0.095,146.25,146.79,32333.46,103.157,0.7053470085470085,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-08-31,-0.05625,-0.045,-0.0225,0.0125,0.025,0.0425,0.065,0.10125,145.54,146.82,32619.34,103.619,0.7119623471210664,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-09-01,-0.0525,-0.04375,-0.0225,0.00625,0.02125,0.03125,0.05625,0.10375,146.25,147.04,32710.62,104.236,0.7127247863247863,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-09-04,-0.0525,-0.04375,-0.025,0.00625,0.0225,0.03875,0.0575,0.105,146.48,146.89,32939.18,104.236,0.7116056799563081,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-09-05,-0.055,-0.04625,-0.02375,0.00375,0.02125,0.0375,0.06125,0.10125,147.72,146.73,33036.76,104.807,0.7094976983482264,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-09-06,-0.055,-0.04625,-0.025,0.00375,0.02125,0.03375,0.06375,0.0925,147.66,146.87,33241.02,104.861,0.7101516998510091,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-09-07,-0.055,-0.0475,-0.02625,0.0025,0.02,0.035,0.06,0.09125,147.29,146.84,32991.08,105.059,0.7132799239595357,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-09-08,-0.06125,-0.0475,-0.0225,0.0025,0.02,0.03375,0.05375,0.09625,147.81,146.96,32606.84,105.09,0.7109803125634261,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-09-11,-0.04625,-0.0325,-0.01125,0.055,0.05625,0.09875,0.10875,0.175,146.59,146.19,32467.76,104.569,0.71334333856334,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-09-12,-0.05,-0.03625,-0.0025,0.05875,0.08375,0.10125,0.11375,0.19,147.09,146.23,32776.37,104.711,0.7118838806173091,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-09-13,-0.04625,-0.03,0.0025,0.0725,0.10375,0.115,0.13,0.20375,147.47,145.56,32706.52,104.766,0.7104224588051807,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-09-14,-0.04875,-0.03,-0.01125,0.0625,0.1075,0.11,0.12,0.20375,147.47,145.62,33168.1,105.405,0.714755543500373,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-09-15,-0.05,-0.03125,-0.0225,0.0525,0.09125,0.09625,0.10625,0.17875,147.84,145.72,33533.09,105.322,0.712405303030303,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-09-19,-0.0525,-0.03625,-0.0125,0.04875,0.095,0.09375,0.12,0.175,147.87,145.52,33242.59,105.157,0.7111449245959288,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-09-20,-0.0525,-0.035,-0.01125,0.045,0.08875,0.09375,0.125,0.1675,148.34,145.57,33023.78,105.12,0.7086423082108669,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-09-21,-0.05125,-0.03125,-0.01625,0.05625,0.07125,0.125,0.13,0.16375,147.59,145.32,32571.03,105.363,0.7138898299342774,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-09-22,-0.05125,-0.03,-0.0025,0.04,0.08375,0.10125,0.1275,0.165,148.38,145.31,32402.41,105.583,0.711571640382801,2023-09-22,-0.1," ""MPM""",1,-0.1,0,0,0,0,0,0,0,0
2023-09-25,-0.035,-0.00125,0.02625,0.05125,0.11,0.13,0.15625,0.195,148.88,145.49,32678.62,105.998,0.7119693713057497,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-09-26,-0.035,-0.005,0.03,0.055,0.1075,0.1325,0.1525,0.205,149.07,145.31,32315.05,106.231,0.7126249413027437,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-09-27,-0.03625,-0.00625,0.02375,0.05875,0.105,0.1325,0.15875,0.20125,149.63,145.29,32371.9,106.666,0.7128650671656753,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-09-28,-0.045,-0.01,0.02875,0.0675,0.095,0.12875,0.16625,0.19,149.31,145.11,31872.52,106.224,0.7114325899136026,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-09-29,-0.045,-0.01125,0.02375,0.05,0.09625,0.1125,0.1625,0.1925,149.38,144.96,31857.62,106.224,0.7110992100682823,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-10-02,-0.045,-0.0125,0.0225,0.05,0.09375,0.12125,0.1625,0.195,149.86,144.84,31759.88,106.904,0.7133591351928465,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-10-03,-0.04625,-0.015,0.02375,0.055,0.09,0.11875,0.1575,0.19625,149.03,144.96,31237.94,107.0,0.7179762463933436,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-10-04,-0.0375,-0.01,0.03,0.06875,0.0925,0.12,0.155,0.20375,149.13,144.42,30526.88,106.799,0.7161469858512708,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-10-05,-0.04,-0.01125,0.02375,0.06375,0.0875,0.12,0.155,0.195,148.51,144.67,31075.36,106.332,0.7159921890781765,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-10-06,-0.03625,-0.01125,0.01875,0.05125,0.0825,0.10625,0.13625,0.1875,149.34,144.77,30994.67,106.044,0.710084371233427,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-10-10,-0.0375,-0.01125,0.01625,0.04125,0.07875,0.11,0.1425,0.18375,148.72,145.15,31746.53,105.825,0.7115720817643895,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-10-11,-0.0375,-0.01375,0.01625,0.03625,0.0675,0.10125,0.125,0.1675,149.16,145.24,31936.51,105.82,0.7094395280235988,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-10-12,-0.04,-0.0125,0.0125,0.03875,0.07,0.10625,0.12875,0.16875,149.81,145.53,32494.66,106.599,0.7115613109939256,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-10-13,-0.04125,-0.015,0.01,0.05,0.07625,0.105,0.13375,0.17,149.56,145.39,32315.99,106.648,0.7130783631987162,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-10-16,-0.04125,-0.01625,0.01,0.04625,0.07625,0.1175,0.13875,0.175,149.51,145.47,31659.03,106.243,0.7106079860878871,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-10-17,-0.035,-0.01,0.0125,0.045,0.085,0.13375,0.14875,0.19125,149.81,145.26,32040.29,106.25,0.709231693478406,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-10-18,-0.035,-0.01,0.0175,0.05375,0.10625,0.14,0.18,0.20625,149.93,144.97,32042.25,106.565,0.7107650236777162,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-10-19,-0.02625,-0.01125,0.025,0.055,0.095,0.16375,0.18625,0.23125,149.8,144.61,31430.62,106.253,0.7092990654205606,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-10-20,-0.025,-0.01,0.02875,0.06875,0.09625,0.1625,0.185,0.21625,149.85,144.64,31259.36,106.163,0.7084617951284617,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-10-23,-0.02125,-0.00625,0.03625,0.07125,0.11,0.17125,0.19875,0.22375,149.72,144.46,30999.55,105.536,0.7048891263692225,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-10-24,-0.02125,-0.00625,0.0325,0.06875,0.11375,0.1625,0.1975,0.22625,149.91,144.75,31062.35,106.27,0.7088920018677873,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-10-25,-0.02125,-0.0075,0.02875,0.0625,0.10875,0.13875,0.175,0.20625,150.23,144.72,31269.92,106.528,0.7090993809492113,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-10-26,-0.02,-0.00625,0.0275,0.05875,0.10625,0.1425,0.17875,0.23375,150.4,144.26,30601.78,106.602,0.7087898936170213,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-10-27,-0.01875,-0.00625,0.025,0.05875,0.105,0.15625,0.18875,0.2225,149.62,144.42,30991.69,106.559,0.7121975671701644,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-10-30,-0.01875,-0.00625,0.02875,0.07875,0.12375,0.17,0.2175,0.2275,149.12,144.24,30696.96,106.12,0.7116416309012875,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-10-31,-0.01625,-0.00375,0.0275,0.06875,0.1225,0.16625,0.21375,0.24125,151.69,143.75,30858.85,106.663,0.7031643483420134,2023-10-31,-0.1," ""MPM""",1,-0.1,0,0,0,0,0,0,0,0
2023-11-01,-0.00875,0.02875,0.0725,0.13,0.1975,0.25125,0.30625,0.3325,150.96,143.68,31601.65,106.884,0.7080286168521462,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-11-02,-0.00875,0.0275,0.0725,0.125,0.19125,0.22375,0.3025,0.31,150.44,144.08,31949.89,106.124,0.705424089337942,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-11-06,-0.005,0.02125,0.0625,0.10875,0.1725,0.21,0.2575,0.285,150.07,144.42,32708.48,105.215,0.7011061504631173,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-11-07,-0.005,0.0225,0.06125,0.1075,0.18125,0.2275,0.25875,0.3075,150.37,144.34,32271.82,105.542,0.7018820243399614,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-11-08,-0.005,0.01875,0.05375,0.09375,0.1625,0.21625,0.245,0.2875,150.99,144.67,32166.48,105.593,0.6993377044837407,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-11-09,-0.00625,0.01125,0.05125,0.09375,0.15125,0.2025,0.235,0.27625,151.35,144.76,32646.46,105.91,0.6997687479352495,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-11-10,-0.0075,0.01125,0.045,0.0875,0.1525,0.20375,0.26,0.27625,151.51,144.54,32568.11,105.861,0.6987063560161046,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-11-13,-0.0075,0.0125,0.04875,0.0825,0.17,0.21125,0.24875,0.275,151.72,144.38,32585.11,105.631,0.6962233060901661,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-11-14,-0.0075,0.01125,0.05,0.0825,0.1675,0.21125,0.23625,0.27,150.38,144.62,32695.93,104.053,0.6919337677882698,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-11-15,-0.01375,0.0025,0.03625,0.07625,0.1325,0.18125,0.21625,0.2425,151.37,145.25,33519.7,104.394,0.6896610953293255,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-11-16,-0.02,-0.00375,0.02625,0.0675,0.1225,0.18,0.21125,0.24,150.72,145.33,33424.41,104.349,0.6923367834394905,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-11-17,-0.02125,0.0,0.02,0.04875,0.095,0.13375,0.17625,0.18875,149.63,145.73,33585.2,103.917,0.6944930829379136,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-11-20,-0.02125,0.0,0.02625,0.05125,0.11,0.1575,0.185,0.205,148.38,145.83,33388.03,103.438,0.6971155142202453,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-11-21,-0.02125,0.0,0.0275,0.04875,0.0925,0.13375,0.16125,0.20125,148.4,146.3,33354.14,103.565,0.697877358490566,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-11-22,-0.015,0.005,0.0225,0.05,0.0875,0.1525,0.16,0.1975,149.54,146.06,33451.83,103.92,0.6949311221077973,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-11-24,-0.01625,0.00625,0.02875,0.07125,0.10125,0.16125,0.19125,0.22625,149.44,145.66,33625.53,103.403,0.691936563169165,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-11-27,-0.015,0.005,0.03,0.07,0.10875,0.155,0.1875,0.21875,148.69,145.7,33447.67,103.199,0.694054744771,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-11-28,-0.01375,0.00625,0.02875,0.06125,0.10125,0.14875,0.1775,0.20375,147.49,145.85,33408.39,102.746,0.6966302800189843,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-11-29,-0.015,0.005,0.02375,0.0525,0.09125,0.1325,0.15625,0.15625,147.25,146.62,33321.22,102.765,0.6978947368421052,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-11-30,-0.01625,0.00375,0.025,0.06625,0.1,0.1425,0.1625,0.18125,148.21,146.46,33486.89,103.497,0.6983132042372309,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-12-01,-0.01625,0.00375,0.02625,0.0625,0.105,0.15125,0.18375,0.19875,146.82,146.29,33431.51,103.268,0.7033646642146847,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-12-04,-0.0125,0.01,0.0325,0.06375,0.1,0.12125,0.1475,0.195,147.22,146.53,33231.27,103.712,0.7044695014264366,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-12-05,-0.01,0.01,0.035,0.065,0.09125,0.1075,0.14125,0.16875,147.16,146.73,32775.82,104.05,0.7070535471595543,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-12-06,0.00125,0.02375,0.03,0.065,0.095,0.11125,0.13625,0.15,147.32,146.9,33445.9,104.153,0.7069847950040729,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-12-07,0.00375,0.0375,0.06625,0.09,0.12375,0.1675,0.18875,0.21,144.13,145.92,32858.31,103.541,0.7183861791438285,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-12-08,0.00375,0.04,0.0725,0.105,0.14125,0.16625,0.195,0.23,144.94,145.79,32307.86,104.01,0.7176072857734236,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-12-11,-0.00375,0.03125,0.05625,0.0875,0.11875,0.15125,0.18125,0.21375,146.16,145.76,32791.8,104.095,0.7121989600437877,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-12-12,-0.00375,0.0275,0.04875,0.07625,0.11,0.1275,0.165,0.1725,145.44,145.89,32843.7,103.865,0.7141432893289329,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-12-13,-0.005,0.025,0.0475,0.0725,0.11,0.145,0.17875,0.2,142.88,146.63,32926.35,102.869,0.7199678051511759,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-12-14,-0.0075,0.02375,0.04375,0.065,0.1025,0.13625,0.17,0.19625,141.88,146.01,32686.25,101.956,0.7186072737524669,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-12-15,-0.00625,0.03125,0.055,0.09,0.1275,0.16375,0.19625,0.25125,142.16,145.6,32970.55,102.55,0.7213702870005627,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-12-18,-0.00875,0.03625,0.05625,0.0875,0.1275,0.16375,0.19875,0.23125,142.76,145.96,32758.98,102.561,0.7184155225553377,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-12-19,-0.00875,0.03375,0.05,0.08,0.10625,0.12875,0.16625,0.1675,143.84,146.19,33219.39,102.167,0.7102822580645162,2023-12-19,-0.1," ""MPM""",1,-0.1,0,0,0,0,0,0,0,0
2023-12-20,0.025,0.0425,0.06625,0.09625,0.10875,0.1425,0.15625,0.1675,143.57,147.02,33675.94,102.408,0.7132966497179077,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-12-21,0.02625,0.04375,0.065,0.1025,0.13,0.1625,0.20125,0.1675,142.12,146.75,33140.47,101.843,0.7165986490289896,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-12-22,0.025,0.0425,0.06125,0.1,0.13375,0.16375,0.20625,0.1675,142.43,146.43,33169.05,101.698,0.7140209225584497,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-12-25,0.02375,0.04125,0.05125,0.0975,0.11125,0.145,0.175,0.1675,142.35,146.61,33254.03,98.94884762644456,0.6961573230210917,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-12-26,0.0125,0.04125,0.06,0.08875,0.1275,0.16375,0.1725,0.1675,142.4,146.48,33305.85,101.466,0.7125421348314606,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-12-27,-0.00375,0.025,0.0425,0.075,0.1125,0.13625,0.1575,0.1675,141.84,146.83,33681.24,100.986,0.7119712351945855,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-12-28,-0.0075,0.01375,0.04625,0.065,0.1025,0.135,0.155,0.1675,141.41,147.05,33539.62,101.229,0.7158546071706385,,,,0,-0.1,0,0,0,0,0,0,0,0
2023-12-29,-0.00875,0.005,0.04,0.0725,0.10625,0.13875,0.16375,0.1675,141.06,146.71,33464.17,101.333,0.7183680703246845,,,,0,-0.1,0,0,0,0,0,0,0,0
2024-01-04,-0.01,0.005,0.03125,0.07,0.095,0.13,0.15,0.1675,144.63,146.85,33288.29,102.422,0.7081656641084145,,,,0,-0.1,0,0,0,0,0,0,0,0
2024-01-05,-0.01125,0.0025,0.03375,0.0625,0.09,0.105,0.12375,0.1675,144.66,146.94,33377.42,102.412,0.7079496751002351,,,,0,-0.1,0,0,0,0,0,0,0,0
2024-01-09,-0.0125,0.0,0.03125,0.06125,0.08,0.09,0.1275,0.1675,144.48,147.05,33763.18,102.57,0.7099252491694352,,,,0,-0.1,0,0,0,0,0,0,0,0
2024-01-10,-0.01375,-0.0025,0.02875,0.055,0.075,0.0875,0.1225,0.1675,145.75,147.03,34441.72,102.362,0.70231217838765,,,,0,-0.1,0,0,0,0,0,0,0,0
2024-01-11,-0.015,-0.0025,0.02125,0.0525,0.0675,0.07875,0.115,0.1675,145.28,147.25,35049.86,102.291,0.7040955396475771,,,,0,-0.1,0,0,0,0,0,0,0,0
2024-01-12,-0.015,-0.005,0.01875,0.05,0.0675,0.0825,0.11,0.1675,144.91,147.39,35577.11,102.404,0.706673107446001,,,,0,-0.1,0,0,0,0,0,0,0,0
2024-01-15,-0.01625,-0.005,0.02,0.0475,0.06875,0.08125,0.10875,0.1675,145.75,147.66,35901.79,102.404,0.7026003430531732,,,,0,-0.1,0,0,0,0,0,0,0,0
2024-01-16,-0.015,0.0025,0.02625,0.055,0.08375,0.10125,0.13125,0.15208673510374626,147.21,147.32,35619.18,103.357,0.7021058352014129,,,,0,-0.1,0,0,0,0,0,0,0,1
2024-01-17,-0.01375,0.00375,0.03,0.0625,0.08625,0.115,0.1425,0.16290426960923776,148.16,147.19,35477.75,103.45,0.6982316414686826,,,,0,-0.1,0,0,0,0,0,0,0,1
2024-01-18,-0.01125,0.00625,0.04,0.07625,0.095,0.12,0.145,0.1734853766842006,148.16,146.7,35466.17,103.536,0.6988120950323974,,,,0,-0.1,0,0,0,0,0,0,0,1
2024-01-19,-0.01125,0.005,0.04,0.0675,0.09,0.1225,0.145,0.17154164597368027,148.16,146.68,35963.27,103.288,0.6971382289416846,,,,0,-0.1,0,0,0,0,0,0,0,1
2024-01-22,-0.01125,0.00375,0.04,0.065,0.09125,0.10875,0.13625,0.16250942230574128,148.1,146.9,36546.95,103.331,0.6977110060769751,,,,0,-0.1,0,0,0,0,0,0,0,1
2024-01-23,-0.0125,0.0075,0.04625,0.08875,0.1125,0.125,0.1675,0.19097711032238274,148.38,146.99,36517.57,103.617,0.6983218762636474,2024-01-23,-0.1," ""MPM""",1,-0.1,0,0,0,0,0,0,0,1
2024-01-24,0.01625,0.06375,0.0825,0.12375,0.145,0.18,0.20598096161228427,0.23317539944665588,147.5,146.16,36226.48,103.236,0.6999050847457627,,,,0,-0.1,0,0,0,0,0,0,1,1
2024-01-25,0.01625,0.06375,0.0825,0.12375,0.145,0.18,0.20757001812763254,0.23618719513630682,147.66,145.97,36236.47,103.574,0.7014357307327644,,,,0,-0.1,0,0,0,0,0,0,1,1
2024-01-26,0.01875,0.06375,0.0975,0.1225,0.1525,0.18125,0.20617487594862371,0.22918813637380842,148.18,146.34,35751.07,103.433,0.6980226751248482,,,,0,-0.1,0,0,0,0,0,0,1,1
2024-01-29,0.02375,0.0625,0.10625,0.13375,0.14375,0.18625,0.21128077008705465,0.23287818174082364,147.51,146.27,36026.94,103.609,0.702386278896346,,,,0,-0.1,0,0,0,0,0,0,1,1
2024-01-30,0.02125,0.06125,0.1025,0.13125,0.1425,0.17625,0.20061424744003747,0.22354376341734383,147.6,146.44,36065.86,103.397,0.7005216802168023,,,,0,-0.1,0,0,0,0,0,0,1,1
2024-01-31,0.0225,0.0625,0.1,0.135,0.1575,0.19875,0.22505564728199312,0.24793585233796178,146.9,146.25,36286.71,103.274,0.7030224642614022,,,,0,-0.1,0,0,0,0,0,0,1,1
2024-02-01,0.0175,0.0625,0.095,0.12625,0.15125,0.18375,0.2082984040201853,0.2298539705700866,146.44,146.64,36011.46,103.048,0.7036875170718383,,,,0,-0.1,0,0,0,0,0,0,1,1
2024-02-02,0.015,0.06125,0.1,0.12875,0.1525,0.19375,0.21526945480415652,0.2322640146778605,148.38,146.94,36158.02,103.922,0.7003774093543604,,,,0,-0.1,0,0,0,0,0,0,1,1
2024-02-05,0.01875,0.0675,0.10625,0.13875,0.17375,0.2025,0.23014519145132611,0.2539080158223612,148.68,146.35,36354.16,104.452,0.7025289211729889,,,,0,-0.1,0,0,0,0,0,0,1,1
2024-02-06,0.015,0.065,0.105,0.135,0.16625,0.1975,0.22487665453632721,0.24800002100809304,147.94,146.4,36160.66,104.213,0.7044274705961876,,,,0,-0.1,0,0,0,0,0,0,1,1
2024-02-07,0.0175,0.0625,0.1025,0.1375,0.1725,0.20875,0.23489541005194536,0.2567386472392035,148.19,146.45,36119.92,104.057,0.702186382346987,,,,0,-0.1,0,0,0,0,0,0,1,1
2024-02-08,0.01875,0.06375,0.09875,0.1275,0.1725,0.21125,0.2359427399744029,0.2549854660346289,149.32,146.56,36863.28,104.165,0.6975957674792392,,,,0,-0.1,0,0,0,0,0,0,1,1
2024-02-09,0.02375,0.0625,0.10375,0.1325,0.19,0.215,0.24307638930158354,0.2658740074597281,149.31,146.3,36897.42,104.111,0.6972808251289264,,,,0,-0.1,0,0,0,0,0,0,1,1
2024-02-13,0.0275,0.06375,0.1025,0.13625,0.185,0.2125,0.24050470020572892,0.2641652529532039,150.81,146.31,37963.97,104.96,0.6959750679663151,,,,0,-0.1,0,0,0,0,0,0,1,1
2024-02-14,0.03,0.06875,0.1175,0.1425,0.205,0.25375,0.2826455366830116,0.30114362401621153,150.56,145.94,37703.32,104.723,0.6955565887353878,,,,0,-0.1,0,0,0,0,0,0,1,1
2024-02-15,0.0275,0.0625,0.1075,0.13875,0.17875,0.2175,0.2446420882651378,0.2665015937724575,149.92,146.28,38157.94,104.296,0.6956776947705444,,,,0,-0.1,0,0,0,0,0,0,1,1
